listing_type,tenant_rating,bedrooms,bathrooms,monthly_rent
Private room,,2,1,590
Entire home/apt,5,2,1,1050
Entire home/apt,5,1,1.5,690
Private room,5,1,1.5,690
Entire home/apt,5,1,1,1350
Entire home/apt,4.5,1,1,580
Private room,4.5,1,1,1000
Private room,5,1,1,690
Private room,4.5,1,2,1050
Private room,5,1,1,750
Entire home/apt,5,2,1,1250
Entire home/apt,4.5,2,2,2500
Private room,4.5,1,1,600
Private room,4.5,1,1,500
Entire home/apt,5,1,1,750
Entire home/apt,4.5,0,1,490
Entire home/apt,5,4,3.5,3950
Private room,5,1,1,940
Entire home/apt,5,0,1,1290
Entire home/apt,5,0,1,670
Private room,5,1,1.5,260
Entire home/apt,4.5,1,1,890
Entire home/apt,,3,1.5,2450
Private room,4.5,1,1,450
Entire home/apt,5,2,2,1350
Entire home/apt,5,0,1,630
Private room,5,1,1,900
Entire home/apt,5,2,2,2990
Private room,5,1,1,500
Entire home/apt,5,1,1,720
Entire home/apt,4.5,4,2,1500
Private room,4.5,1,1,590
Shared room,4.5,1,1,290
Entire home/apt,5,1,1,900
Private room,5,1,1,800
Private room,5,0,1,350
Private room,4.5,1,1,360
Entire home/apt,5,1,1,520
Entire home/apt,4,1,1,900
Entire home/apt,5,0,1,650
Private room,4.5,1,1,700
Entire home/apt,5,1,1,390
Entire home/apt,5,1,1,1750
Entire home/apt,,3,2.5,1000
Entire home/apt,5,2,1,1250
Private room,5,1,1,1250
Entire home/apt,5,1,1,850
Entire home/apt,,2,1,620
Entire home/apt,5,2,2,1880
Shared room,4.5,1,2,300
Entire home/apt,5,5,3.5,5500
Private room,5,1,1,600
Entire home/apt,4.5,0,1,600
Entire home/apt,5,3,3,1670
Private room,5,1,2,550
Entire home/apt,4.5,0,1,580
Private room,5,1,1,450
Entire home/apt,5,1,1,620
Entire home/apt,5,1,1,1090
Private room,5,1,1,590
Entire home/apt,5,2,1,790
Entire home/apt,,2,2,1680
Private room,5,1,1,650
Entire home/apt,5,2,1,990
Private room,5,1,1.5,480
Entire home/apt,5,3,2.5,2250
Private room,5,1,1,2000
Entire home/apt,5,1,1,490
Entire home/apt,,2,1,2500
Entire home/apt,5,1,1,1450
Entire home/apt,5,1,1,1250
Entire home/apt,5,2,1,1090
Entire home/apt,5,1,1,690
Entire home/apt,5,4,2.5,4750
Entire home/apt,5,1,1,920
Entire home/apt,5,0,1,490
Private room,,1,1,2000
Entire home/apt,5,1,1,1000
Entire home/apt,5,1,1.5,1610
Private room,5,1,1,700
Entire home/apt,4.5,2,2,1000
Entire home/apt,5,0,1,1360
Entire home/apt,,2,2,1840
Entire home/apt,5,1,1,700
Private room,5,1,1,500
Private room,5,1,1,1150
Entire home/apt,5,0,1,800
Private room,5,1,1,650
Private room,,1,1,260
Private room,4.5,1,2.5,300
Private room,5,1,1,450
Private room,5,1,1,1250
Private room,4.5,1,1,600
Entire home/apt,5,3,3,1750
Entire home/apt,5,3,1.5,2900
Entire home/apt,5,1,1,700
Private room,5,1,1,400
Entire home/apt,3.5,0,0.5,450
Private room,5,1,1,700
Entire home/apt,5,3,2,1610
Entire home/apt,5,0,1,670
Entire home/apt,4.5,1,1,750
Private room,4.5,0,1,490
Private room,5,1,1,600
Private room,5,1,1,900
Entire home/apt,4.5,1,1,1550
Private room,4.5,1,1,450
Entire home/apt,5,1,1,1190
Private room,4.5,1,2,400
Private room,5,1,1,990
Private room,5,1,1,700
Entire home/apt,5,2,2,2360
Entire home/apt,5,1,1,700
Private room,5,1,1,750
Private room,5,1,1,500
Entire home/apt,5,1,1,850
Entire home/apt,5,0,1,890
Entire home/apt,5,0,1,750
Entire home/apt,5,0,1.5,790
Entire home/apt,5,1,1,1250
Entire home/apt,5,2,1,800
Private room,4.5,1,1,390
Entire home/apt,5,1,1,1100
Entire home/apt,5,2,1,1190
Entire home/apt,5,4,4,6000
Private room,4.5,1,2,400
Private room,5,1,1.5,800
Entire home/apt,5,1,1,600
Entire home/apt,5,0,1,890
Private room,,1,1,330
Entire home/apt,5,0,1,700
Entire home/apt,,2,2,2490
Private room,5,1,1,260
Entire home/apt,,1,1,1290
Entire home/apt,5,1,1,900
Entire home/apt,5,2,1,1000
Entire home/apt,4.5,6,2.5,4850
Entire home/apt,4.5,2,2,1500
Entire home/apt,4.5,2,1,1500
Entire home/apt,4.5,2,1,1500
Entire home/apt,5,2,1.5,2990
Entire home/apt,5,1,1,940
Entire home/apt,5,1,1,600
Entire home/apt,5,1,1,500
Entire home/apt,5,0,1,800
Entire home/apt,5,1,1,1200
Entire home/apt,5,1,1,820
Entire home/apt,5,1,1,650
Entire home/apt,5,0,1,570
Entire home/apt,4.5,3,1.5,730
Private room,4.5,0,1,590
Entire home/apt,5,3,2.5,1390
Private room,5,1,1,970
Entire home/apt,5,1,1,1050
Entire home/apt,5,1,1,990
Entire home/apt,5,1,1,490
Entire home/apt,5,2,1,2150
Entire home/apt,5,1,1,1100
Entire home/apt,5,2,2,1060
Private room,5,1,2,400
Entire home/apt,5,0,1,1100
Private room,5,1,1,650
Entire home/apt,5,1,1,950
Entire home/apt,4.5,1,1,780
Entire home/apt,5,1,1,1100
Entire home/apt,5,1,1,990
Entire home/apt,5,0,1,990
Entire home/apt,5,0,1,900
Private room,5,1,1,780
Entire home/apt,5,1,1,1950
Shared room,4.5,1,0,600
Private room,4.5,1,1,450
Entire home/apt,,3,2.5,1500
Entire home/apt,4.5,1,1,850
Entire home/apt,4.5,0,1,680
Private room,5,1,1,500
Private room,5,1,1,370
Entire home/apt,5,1,1,1050
Entire home/apt,5,0,1,690
Private room,5,1,1,800
Entire home/apt,5,1,1,840
Entire home/apt,5,1,1,1910
Entire home/apt,5,0,1,790
Entire home/apt,5,2,1.5,900
Entire home/apt,5,1,1,1200
Entire home/apt,4.5,1,1,530
Entire home/apt,5,1,1,750
Entire home/apt,5,1,1,990
Entire home/apt,5,2,1,850
Entire home/apt,5,1,1,2000
Entire home/apt,4.5,2,2,1830
Private room,,1,1,700
Entire home/apt,,2,2,3250
Entire home/apt,4.5,3,2,1300
Entire home/apt,5,4,2.5,990
Entire home/apt,5,1,1,700
Entire home/apt,5,4,1,3000
Private room,5,1,1,650
Entire home/apt,5,1,1,900
Private room,5,1,1,330
Entire home/apt,5,1,1,650
Private room,5,1,1,420
Entire home/apt,5,1,1,750
Entire home/apt,4,2,1,1000
Entire home/apt,5,2,1,1320
Entire home/apt,4.5,0,1,470
Entire home/apt,4.5,2,2,1100
Entire home/apt,,1,1,900
Entire home/apt,4.5,2,2,2790
Private room,5,1,2,300
Entire home/apt,4.5,2,1,890
Entire home/apt,5,1,1,790
Entire home/apt,5,5,3.5,3430
Entire home/apt,5,2,1,1350
Entire home/apt,5,1,1,880
Entire home/apt,5,0,1,750
Entire home/apt,5,3,2.5,1290
Private room,5,1,1,940
Entire home/apt,,2,2,1300
Private room,5,1,1,370
Private room,5,1,1,370
Entire home/apt,5,2,1,660
Private room,,1,1,330
Entire home/apt,5,1,1,2500
Entire home/apt,5,2,1.5,1030
Entire home/apt,5,2,1,1650
Entire home/apt,5,2,2,1630
Private room,5,1,1,450
Entire home/apt,5,1,1,750
Private room,4.5,1,1,750
Private room,5,1,1,500
Entire home/apt,5,1,1,680
Entire home/apt,5,2,1,1450
Private room,,1,1,440
Entire home/apt,4.5,1,1,920
Entire home/apt,5,1,1,950
Entire home/apt,4.5,2,2,1450
Entire home/apt,5,1,1,1350
Entire home/apt,5,2,1,1250
Entire home/apt,5,5,3.5,4500
Entire home/apt,5,2,1,980
Entire home/apt,5,2,1,1850
Private room,5,1,1,450
Entire home/apt,5,0,1,990
Entire home/apt,4.5,2,2,2400
Entire home/apt,5,1,1,1000
Entire home/apt,5,1,1,1000
Entire home/apt,5,1,1,1000
Entire home/apt,5,2,1,2950
Entire home/apt,5,0,1,980
Entire home/apt,5,1,1,1000
Private room,5,1,1,850
Private room,5,1,1.5,1400
Entire home/apt,,3,2,1750
Entire home/apt,5,1,1,900
Entire home/apt,5,1,1,750
Entire home/apt,5,3,1,3500
Private room,5,1,1.5,1200
Entire home/apt,,4,2.5,2190
Entire home/apt,5,0,1,900
Entire home/apt,5,1,1,490
Private room,,1,2,450
Entire home/apt,,3,1,1890
Entire home/apt,5,2,2,980
Private room,4.5,1,1,680
Private room,4.5,2,1,1000
Shared room,5,1,1,300
Entire home/apt,5,1,1,1100
Entire home/apt,5,1,1,1000
Entire home/apt,4.5,1,1,1000
Entire home/apt,5,4,1,2550
Entire home/apt,5,1,1,620
Entire home/apt,4.5,2,1,810
Entire home/apt,5,1,1,700
Entire home/apt,5,2,1,890
Entire home/apt,,0,1,1440
Entire home/apt,5,2,1,1990
Entire home/apt,5,1,1,2190
Entire home/apt,5,1,1,820
Entire home/apt,5,1,1,580
Entire home/apt,4.5,1,1,690
Entire home/apt,4.5,1,1,1310
Entire home/apt,4.5,3,2.5,1300
Private room,5,1,2,650
Entire home/apt,5,2,1,1200
Entire home/apt,5,1,1,990
Private room,5,1,1,900
Entire home/apt,5,3,2.5,3450
Private room,5,1,1,500
Entire home/apt,4.5,1,1,850
Entire home/apt,,3,2,2950
Entire home/apt,5,0,1,1190
Entire home/apt,5,1,1,700
Entire home/apt,5,1,1,1040
Entire home/apt,5,1,1,1300
Private room,5,1,1,680
Private room,4.5,1,1,500
Entire home/apt,4.5,4,2,4590
Entire home/apt,4.5,2,2,1300
Entire home/apt,5,2,1,1350
Entire home/apt,5,3,1,1650
Entire home/apt,4.5,1,1,790
Entire home/apt,5,1,1.5,1650
Entire home/apt,5,1,1,990
Entire home/apt,5,2,1,1890
Entire home/apt,5,0,1,590
Entire home/apt,5,0,1,1450
Entire home/apt,5,3,2,2990
Private room,4.5,1,1,590
Private room,,1,1,6000
Entire home/apt,,2,1.5,970
Entire home/apt,5,0,1,590
Private room,5,1,1,690
Entire home/apt,,3,2.5,3350
Entire home/apt,5,2,1,1450
Entire home/apt,5,0,1,750
Entire home/apt,,4,3,2500
Entire home/apt,,3,2,1000
Entire home/apt,5,4,2,7250
Private room,5,1,1,1590
Entire home/apt,5,1,1,380
Entire home/apt,4.5,2,2,1180
Entire home/apt,4.5,2,2,1100
Entire home/apt,,2,2,1600
Entire home/apt,4.5,2,2,1200
Entire home/apt,4.5,1,1,800
Entire home/apt,5,3,2,1950
Private room,4.5,1,1,500
Entire home/apt,5,3,2.5,1730
Entire home/apt,5,2,1,580
Entire home/apt,,3,3,3300
Entire home/apt,5,1,1,670
Entire home/apt,4.5,0,1,1250
Private room,5,1,1,640
Entire home/apt,5,0,1,690
Entire home/apt,5,1,1,650
Entire home/apt,5,2,1,1300
Entire home/apt,4.5,4,3,2100
Entire home/apt,5,3,2.5,2500
Entire home/apt,5,3,3,2750
Private room,5,1,1,790
Entire home/apt,5,4,3,3250
Entire home/apt,5,2,1,1350
Entire home/apt,5,2,1,750
Entire home/apt,5,1,1,1450
Entire home/apt,5,0,1,1370
Entire home/apt,4.5,0,1,510
Entire home/apt,4.5,2,1,910
Entire home/apt,4.5,1,1,1500
Entire home/apt,4.5,0,1,570
Entire home/apt,4.5,0,1,520
Entire home/apt,5,3,2,2500
Private room,5,3,2.5,2010
Entire home/apt,5,1,1,650
Entire home/apt,5,2,1,1180
Entire home/apt,5,0,1,1250
Private room,4.5,1,1,490
Private room,5,1,1.5,740
Entire home/apt,5,2,1,990
Private room,,1,1,900
Entire home/apt,5,1,1,740
Entire home/apt,5,1,1,600
Entire home/apt,4.5,1,1,1000
Private room,5,1,1,350
Entire home/apt,5,2,2,1990
Private room,5,1,2,400
Entire home/apt,4.5,0,1,1600
Private room,,3,2.5,1990
Entire home/apt,5,2,2.5,2090
Entire home/apt,5,2,1.5,1750
Entire home/apt,5,1,1,990
Entire home/apt,5,3,2,2500
Entire home/apt,,2,1.5,1150
Private room,5,1,1,610
Entire home/apt,5,1,1,990
Entire home/apt,5,3,3.5,2000
Entire home/apt,4.5,0,1,800
Entire home/apt,5,1,1,810
Entire home/apt,4.5,0,1,1600
Entire home/apt,5,1,1,900
Private room,4.5,2,1,1990
Entire home/apt,5,2,1,1000
Entire home/apt,4.5,3,1.5,1180
Entire home/apt,5,0,1,800
Entire home/apt,5,3,2,1230
Entire home/apt,4.5,0,1,590
Entire home/apt,5,1,1,620
Entire home/apt,5,3,2,2090
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,5,1,1,800
Entire home/apt,4.5,1,1,800
Entire home/apt,5,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,,1,1,910
Entire home/apt,4.5,1,1,800
Entire home/apt,4.5,2,2,1500
Entire home/apt,4.5,2,2,1000
Entire home/apt,5,1,1,800
Entire home/apt,4.5,3,1.5,1250
Entire home/apt,4.5,0,1,800
Entire home/apt,5,3,1,2990
Private room,4.5,1,1,400
Private room,5,1,1,580
Entire home/apt,5,0,1,640
Entire home/apt,5,3,1,990
Entire home/apt,4.5,3,1,1500
Entire home/apt,5,1,1,1100
Private room,5,1,1,550
Entire home/apt,4.5,2,1,1890
Entire home/apt,5,2,1,990
Entire home/apt,5,2,1,1490
Private room,5,1,1,500
Entire home/apt,5,2,1,600
Entire home/apt,,0,1,500
Entire home/apt,5,2,1,1490
Entire home/apt,5,1,1,1490
Entire home/apt,5,3,1,3000
Entire home/apt,5,1,1,850
Entire home/apt,5,2,2,2860
Entire home/apt,5,1,1,1000
Entire home/apt,5,3,2.5,2950
Entire home/apt,5,2,1,800
Entire home/apt,5,1,1,750
Entire home/apt,5,0,1,850
Entire home/apt,5,1,1,650
Entire home/apt,5,2,1,1350
Entire home/apt,5,3,3.5,2550
Private room,5,1,1,1090
Entire home/apt,5,1,1,1000
Private room,4.5,1,1,810
Entire home/apt,4.5,2,2,1150
Entire home/apt,5,1,1,1000
Entire home/apt,5,0,1,690
Private room,5,1,1,600
Entire home/apt,5,1,1,650
Private room,5,1,1,520
Entire home/apt,5,3,1.5,1860
Entire home/apt,5,1,1,1500
Private room,5,1,1,430
Entire home/apt,4.5,1,1,1000
Entire home/apt,4.5,0,1,420
Entire home/apt,5,1,1,990
Entire home/apt,4.5,2,1,1200
Entire home/apt,4.5,1,1,850
Entire home/apt,5,2,1,1000
Entire home/apt,5,0,1,750
Entire home/apt,5,1,1,720
Entire home/apt,,2,1.5,4500
Entire home/apt,5,2,2,1470
Entire home/apt,4.5,1,1,900
Entire home/apt,4.5,1,1,880
Entire home/apt,4.5,1,1,740
Entire home/apt,4.5,1,1,1200
Entire home/apt,5,1,1,990
Private room,4.5,1,1,530
Entire home/apt,5,3,2,1030
Entire home/apt,5,0,1,850
Entire home/apt,5,1,1,750
Entire home/apt,5,0,1,790
Private room,4.5,1,2,400
Entire home/apt,5,1,1,1540
Entire home/apt,5,0,1,650
Private room,5,1,1,490
Entire home/apt,5,2,1,1180
Private room,5,1,1.5,1000
Entire home/apt,5,1,1,860
Entire home/apt,5,3,3.5,2700
Entire home/apt,5,3,1,1350
Entire home/apt,4.5,0,1,700
Entire home/apt,5,1,1,1030
Entire home/apt,5,1,1,600
Entire home/apt,4.5,0,1,1000
Entire home/apt,5,1,1,1000
Entire home/apt,4.5,0,1,990
Entire home/apt,4,0,1,1010
Private room,5,1,1,1200
Entire home/apt,5,1,1,1000
Private room,5,1,1,500
Entire home/apt,5,4,2.5,3950
Entire home/apt,5,1,1,790
Entire home/apt,,1,1,1150
Entire home/apt,5,2,2.5,1700
Entire home/apt,,2,1,1050
Entire home/apt,,1,1,900
Entire home/apt,5,3,3,1990
Entire home/apt,,1,1,900
Private room,5,1,1,450
Entire home/apt,5,1,1,850
Entire home/apt,5,0,1,780
Entire home/apt,5,1,1,1000
Entire home/apt,5,2,1,1990
Entire home/apt,5,2,1,730
Entire home/apt,5,1,1,670
Entire home/apt,5,0,1,590
Entire home/apt,5,1,1,790
Entire home/apt,5,1,1,800
Entire home/apt,5,1,1,840
Private room,5,1,1,500
Entire home/apt,4.5,1,1,940
Entire home/apt,5,2,1,800
Entire home/apt,5,0,1,980
Entire home/apt,,1,1,1750
Entire home/apt,5,0,1,700
Private room,5,1,1,400
Private room,5,1,1,550
Entire home/apt,5,2,2,1420
Entire home/apt,5,1,1,1000
Entire home/apt,5,3,1.5,950
Private room,5,1,1,900
Entire home/apt,5,1,2,1210
Entire home/apt,5,1,1.5,1350
Private room,5,1,1,1100
Entire home/apt,5,2,3,2100
Entire home/apt,,5,5,12000
Entire home/apt,5,0,1,880
Entire home/apt,5,0,1,1300
Private room,4.5,1,1.5,590
Entire home/apt,5,2,2,1950
Private room,5,1,1,560
Entire home/apt,5,1,1,790
Entire home/apt,5,1,1,900
Entire home/apt,5,4,3,3490
Entire home/apt,5,2,3.5,2500
Private room,5,1,1,420
Entire home/apt,,5,3.5,13950
Entire home/apt,5,2,2,1620
Private room,5,1,1,490
Entire home/apt,5,1,1,1010
Entire home/apt,5,3,2.5,1820
Private room,5,2,1,790
Entire home/apt,5,3,2,3950
Private room,5,1,3.5,1000
Entire home/apt,5,2,1,1550
Private room,5,1,2,800
Entire home/apt,5,1,1,1190
Private room,5,1,1.5,450
Entire home/apt,5,2,1,1800
Entire home/apt,5,4,3.5,7000
Private room,5,1,1,340
Entire home/apt,5,4,3,1750
Entire home/apt,5,1,1,1050
Entire home/apt,5,1,1,1100
Entire home/apt,5,1,1,680
Entire home/apt,,2,3,3950
Entire home/apt,5,1,1,990
Entire home/apt,5,2,1,950
Entire home/apt,5,4,3,1990
Entire home/apt,5,1,1,680
Entire home/apt,4.5,1,1,700
Entire home/apt,,1,0,6500
Private room,5,1,1,300
Entire home/apt,5,2,1,1990
Entire home/apt,5,2,1.5,990
Entire home/apt,4.5,0,1,450
Entire home/apt,4.5,1,1,710
Entire home/apt,5,2,1,990
Private room,4.5,0,1,350
Entire home/apt,5,1,1,750
Private room,5,1,1,390
Entire home/apt,,2,2,1750
Private room,5,1,1.5,440
Entire home/apt,5,0,1,800
Entire home/apt,5,2,1,2250
Entire home/apt,5,3,2.5,3500
Private room,,1,1.5,1750
Entire home/apt,5,3,2,1450
Entire home/apt,4.5,3,1.5,2490
Entire home/apt,4.5,4,4,950
Entire home/apt,4.5,2,2,1000
Entire home/apt,,1,1,800
Entire home/apt,4,2,2,1420
Entire home/apt,,3,1.5,3750
Entire home/apt,5,2,2,1420
Entire home/apt,5,1,1,930
Entire home/apt,5,2,1,1000
Entire home/apt,5,1,1,1500
Entire home/apt,5,1,1,750
Entire home/apt,5,0,1,800
Entire home/apt,5,1,1,840
Entire home/apt,5,1,1.5,700
Private room,4.5,1,1,500
Entire home/apt,4.5,2,2,1500
Entire home/apt,5,1,1,590
Entire home/apt,5,1,1,1300
Entire home/apt,,2,1,790
Entire home/apt,4,1,1,900
Entire home/apt,4.5,1,1,500
Entire home/apt,5,2,1,1400
Entire home/apt,,1,1,900
Entire home/apt,5,0,1,750
Private room,5,1,1,390
Private room,5,1,1,320
Entire home/apt,4.5,4,2,1250
Entire home/apt,4.5,4,3.5,1540
Entire home/apt,4.5,1,1,920
Entire home/apt,4,1,1,890
Entire home/apt,4.5,1,1,970
Entire home/apt,4.5,1,1,790
Entire home/apt,4.5,1,1.5,960
Entire home/apt,4.5,1,1,740
Entire home/apt,4.5,1,1,810
Entire home/apt,4.5,1,1,880
Entire home/apt,4.5,1,1,810
Entire home/apt,4.5,2,1,980
Entire home/apt,4,2,1,1380
Entire home/apt,5,3,2.5,2280
Entire home/apt,4.5,2,2,1000
Entire home/apt,4.5,2,2,1000
Entire home/apt,4.5,2,2,1650
Entire home/apt,5,1,1,760
Entire home/apt,5,0,1,1100
Private room,5,1,1,540
Entire home/apt,5,1,1,1000
Entire home/apt,5,4,2,1500
Entire home/apt,5,1,1,800
Entire home/apt,5,0,1,900
Private room,,1,0,280
Entire home/apt,5,2,1,1450
Shared room,,1,1,1150
Entire home/apt,4.5,2,1.5,900
Private room,5,1,1,360
Private room,,1,1,600
Private room,5,1,1.5,450
Entire home/apt,4.5,2,1,550
Entire home/apt,5,0,1,850
Entire home/apt,,2,1,660
Entire home/apt,5,2,1,3500
Entire home/apt,,3,3.5,8950
Entire home/apt,5,1,1,800
Entire home/apt,,1,1,800
Entire home/apt,4.5,2,2,1030
Entire home/apt,4.5,2,2,1320
Entire home/apt,5,1,1,790
Private room,5,0,1,750
Private room,5,1,1.5,450
Entire home/apt,,0,1,760
Entire home/apt,5,1,1,900
Entire home/apt,5,0,1,800
Entire home/apt,5,1,1,980
Private room,5,1,1,490
Entire home/apt,5,0,1,1250
Entire home/apt,5,1,1,1320
Shared room,5,1,1,500
Private room,5,1,1,850
Entire home/apt,5,1,1,1090
Private room,4.5,1,1,270
Private room,5,1,1,750
Entire home/apt,5,1,1,950
Private room,4.5,1,1,1000
Shared room,5,1,1,590
Entire home/apt,5,1,1,1000
Private room,5,1,1,950
Entire home/apt,5,3,2.5,1690
Private room,4.5,1,1,390
Private room,5,1,1,350
Entire home/apt,5,2,1,1300
Private room,5,1,1,950
Entire home/apt,5,1,1.5,650
Entire home/apt,5,0,1,700
Private room,5,1,1,800
Private room,5,1,1,1050
Entire home/apt,5,1,1,750
Private room,5,1,1,390
Entire home/apt,3,2,1,5000
Entire home/apt,4.5,1,1,1000
Entire home/apt,5,2,2,1390
Entire home/apt,5,2,1,680
Entire home/apt,5,0,1,890
Entire home/apt,5,1,1,650
Entire home/apt,4.5,0,1,710
Entire home/apt,5,1,1,870
Private room,5,1,1,440
Entire home/apt,5,1,1,1890
Entire home/apt,5,4,2,1850
Private room,5,1,1,500
Entire home/apt,,0,1,990
Entire home/apt,5,2,1,990
Entire home/apt,4.5,2,1,1150
Private room,4.5,1,1,430
Entire home/apt,5,2,1,1150
Private room,5,1,1,220
Entire home/apt,5,4,3.5,2200
Entire home/apt,5,1,1,900
Entire home/apt,5,1,1,1700
Private room,5,1,1,270
Entire home/apt,5,3,3,3450
Private room,5,1,1,350
Entire home/apt,5,1,1,1590
Entire home/apt,5,1,1,750
Entire home/apt,5,1,1.5,1250
Entire home/apt,5,0,1,790
Private room,4.5,1,1,380
Entire home/apt,5,0,1,390
Entire home/apt,5,1,1,1000
Private room,5,1,1,550
Entire home/apt,5,2,1,990
Entire home/apt,5,3,2.5,2680
Entire home/apt,5,1,1,1990
Private room,4.5,1,1,460
Private room,4.5,1,1.5,160
Entire home/apt,5,3,2,1750
Entire home/apt,4.5,2,1,1000
Entire home/apt,5,1,1,800
Entire home/apt,4.5,1,1,800
Entire home/apt,5,3,2,1680
Entire home/apt,5,2,3,2800
Entire home/apt,5,1,1,750
Private room,5,1,1,650
Entire home/apt,5,2,2,1980
Private room,4.5,2,1,700
Entire home/apt,5,0,1,800
Entire home/apt,5,3,3.5,1160
Private room,5,1,1.5,260
Entire home/apt,5,2,2,1100
Entire home/apt,5,1,1,560
Entire home/apt,5,2,2,950
Entire home/apt,4.5,0,1,570
Private room,5,1,1,490
Entire home/apt,5,0,1,840
Entire home/apt,4.5,4,2.5,3950
Entire home/apt,5,1,1.5,1150
Entire home/apt,5,5,1.5,1480
Private room,,1,1,380
Entire home/apt,5,0,1,2850
Entire home/apt,4.5,1,1,1090
Private room,5,1,1,500
Entire home/apt,4.5,2,1,1200
Entire home/apt,5,0,1,990
Entire home/apt,5,2,1,890
Private room,5,1,1,360
Entire home/apt,4.5,2,2,2650
Entire home/apt,5,1,1,790
Entire home/apt,5,0,1,800
Private room,4.5,1,2,300
Entire home/apt,5,1,1,600
Entire home/apt,5,1,1,600
Entire home/apt,5,0,1,1640
Entire home/apt,4.5,3,2,990
Entire home/apt,5,3,2,1150
Private room,5,1,1,390
Entire home/apt,5,1,1,360
Private room,5,1,1,650
Entire home/apt,4.5,2,2,1580
Entire home/apt,4.5,2,1,1020
Private room,5,1,2,690
Entire home/apt,5,1,1,1050
Entire home/apt,,3,2,2500
Entire home/apt,5,2,2,1650
Private room,5,1,1,700
Entire home/apt,5,1,1,680
Entire home/apt,4.5,2,1,790
Entire home/apt,5,2,1,1300
Entire home/apt,5,2,1,1000
Private room,4.5,0,2.5,2600
Entire home/apt,4.5,1,1,700
Entire home/apt,5,1,1,550
Entire home/apt,5,1,1,1790
Entire home/apt,5,1,1,2390
Entire home/apt,5,1,1,2190
Entire home/apt,5,1,1,1100
Entire home/apt,5,2,2,2300
Entire home/apt,3.5,2,1,1100
Entire home/apt,5,1,1,750
Private room,5,1,1.5,690
Entire home/apt,4.5,0,1,600
Private room,5,1,1,950
Private room,5,1,1,390
Private room,5,1,1,750
Private room,5,1,1,450
